target intercept intra para.89 p.intercept p.intra p.para.89
ASCT2 0.00240930187659932 0.992855840227206 0.0813286290343082 NA 0 0.105816629749861
CD14 -0.0100808070923655 1.1668358832999 0.0408003769831228 NA 0 0.310817585373066
ATP5A 0.00136739243256579 1.10063768573992 -0.0716618544343046 NA 0 0.017822875821125
CD31 -0.00109823603872206 1.25156990202743 0.147389668171206 NA 0 0.0402779436913714
CD3 0.0103670753149366 1.05804550903119 0.138171025106889 NA 0 0.000136150297487037
CD11c 0.0164286127200991 1.32294983081685 0.209918635900947 NA 0 0.00144366984499045
CD39 -0.00266007858784326 1.01320868952384 0.0679931051913723 NA 0 0.0587433264301962
CD36 -0.00192717634551063 1.13349069866599 0.152361106711373 NA 0 0.00727686510781123
CD45 -0.000812097481069118 1.05097649662483 0.144874238036726 NA 0 9.58920730063095e-05
CD4 0.0123523845043294 1.01231885908594 0.0743859359451879 NA 0 0.0342962727129597
CD68 0.00439427815241 1.12926076355978 0.0819639285479908 NA 0 0.027118118983777
CD57 -0.0114401519153816 1.2398386554701 -0.0912292704451541 NA 0 0.188065412089035
CK 0.00517299486881433 0.987596938399112 0.0883766132906058 NA 0 0.0028246117317936
CD8 -0.0127432405968341 1.13364817159582 -0.0141562109896997 NA 0 0.815479374392335
CS 0.00611448137654477 1.06917821902367 0.0133683350138442 NA 0 0.715256081182644
CPT1A -0.000250965822161347 1.00973628685768 0.0430818317548803 NA 0 0.177781960678873
CD98 0.00584174046399621 0.972697533853196 0.146051385046201 NA 0 2.20934825916341e-05
G6PD 0.00286991248476737 1.11172333737175 0.028783892007372 NA 0 0.632020679733201
Ecad 0.00411233912809095 1.0237221709691 0.031260566465568 NA 0 0.330684740001614
H3 0.027616839002445 1.08182495903511 0.114080840908476 NA 0 0.00187880223193759
GLUT1 -0.00130971481369575 1.01856790061717 0.0482991462558433 NA 0 0.176744359197818
HK1 0.00214152490525145 1.01287370038414 0.189447891544469 NA 0 1.45391100965231e-05
HIF1A 0.00498950785892339 1.05610782569703 0.0022024200170277 NA 0 0.956870238190753
LDHA 0.000848580555815093 1.04083864993159 0.0254016123390533 NA 0 0.445567853421538
IDH2 0.00159747066054853 1.04830903799151 -0.0187361615748901 NA 0 0.504299919445029
NaKATPase 0.00620153243070379 1.01579637244165 0.0564938934288017 NA 0 0.0446774212398233
NRF2p 0.00136040250283214 1.00399161651451 0.0338203961372119 NA 0 0.213251522377286
PKM2 0.00320187536170647 1.02172531161256 0.181621083438416 NA 0 0.000642341834250715
Ki67 6.7388124612839e-05 0.91846363475379 0.238958317832909 NA 0 1.17291731882574e-10
PD1 0.0139641587065974 0.961228729262022 0.356156006832505 NA 0 3.99680288865056e-15
SDHA 0.00128558148151489 1.06206883629781 -0.035004218422053 NA 0 0.325737629488783
S6p 0.00211132750393555 0.944840216030994 0.152054551844603 NA 0 3.09845653578833e-07
VDAC1 0.00365214990241902 1.06997087810898 0.0741446871710574 NA 0 0.132857494891821
SMA 0.0136351228862227 0.953766431449035 0.308401829034963 NA 0 1.04702913006349e-11
XBP1 -0.00420311623202115 1.13298853544029 0.132549991578636 NA 0 0.022823062045598
vimentin 0.00129527915944486 1.08493296685356 0.085855793525728 NA 0 0.00384362459500376
