target,imp
ASCT2,0.13944598268965755
ATP5A,3.1793568553209983
CD11c,0.290551441366228
CD14,0.2032002730525421
CD3,0.9095254845768155
CD31,0.10125464103663122
CD36,0.11185296157813954
CD39,2.3071021348314544
CD4,1.3976361418672656
CD45,0.3397449754904133
CD57,0.1440507199431138
CD68,0.1453708830348459
CD8,0.2626014499215044
CD98,0.5917596968195946
CK,4.499713841970212
CPT1A,3.453879231670956
CS,2.0893137157585575
Ecad,4.786550362111042
G6PD,0.18913760888505304
GLUT1,1.680881669088668
H3,0.3811755557789136
HIF1A,1.830167676019544
HK1,0.4652190688174727
IDH2,2.8460801767652724
Ki67,0.9540924139375702
LDHA,1.0762360593502478
NaKATPase,3.825403818687208
PD1,0.46592115475859136
PKM2,0.4208327242349201
S6p,2.741826793888146
SDHA,3.5307140910153816
SMA,0.20275005388662992
VDAC1,0.17301184310804124
XBP1,0.20363328675718836
vimentin,0.12016546016713786
