target,imp
ASCT2,0.6932641951148364
ATP5A,1.4434326146457164
CD11c,0.6135892056053376
CD14,0.6145913300804211
CD3,0.57899612178397
CD31,0.5901542686885046
CD36,0.5885335303103613
CD39,1.5998972305129056
CD4,0.7019780314948743
CD45,0.7030356561921998
CD57,0.7377690135266995
CD68,0.5344880405424791
CD8,0.7174537352042221
CD98,0.5984875152720835
CK,0.8276741444105095
CPT1A,0.9129820532037876
CS,1.0732381298530393
Ecad,0.9851059433991288
G6PD,0.564980926736447
GLUT1,0.8762295146128768
H3,0.5988603170252754
HIF1A,0.5246320936822824
HK1,0.9388477767836803
Ki67,0.7491271819426037
LDHA,0.9587867415047059
NRF2p,1.5233171874394784
NaKATPase,0.5260830949206556
PD1,0.6145939581628732
PKM2,1.1626676438711665
S6p,1.9210251415948114
SDHA,1.8539687526773243
SMA,0.8864478268160151
VDAC1,0.5660058475367082
XBP1,0.6538083098914449
vimentin,0.7915648621738152
