target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
H3 0.0321148705174658 58.1911948884098 0.031185655352327 60.3463102186812 0.144209096571577 0.128043311932705
CD98 0.100813447388458 63.9094981840256 0.097650436251375 66.1830009719963 0.197685790918638 0.171310564583567
CD4 0.0767159447958307 71.4555701042724 0.0765990157439738 71.5160517294924 0.483219438810009 0.489068755483215
vimentin 0.0599293467679776 55.89907758719 0.0598694859274017 56.0117370085002 0.484591587914572 0.485403111495112
CD45 0.0648554109685837 87.3265030652998 0.0640593772802993 87.650999747706 0.372860968135973 0.376824073066258
CD31 0.116479968425304 18.1945275678536 0.115559268448389 19.489244109722 0.451700885059252 0.393910825152841
NRF2p 0.0602160058537314 62.6017116130925 0.0602474226322552 62.4596443766517 0.503415283541555 0.513728119648228
Ki67 0.191409536233498 35.5254191883805 0.190457638160208 36.0562548984437 0.450605500600605 0.454948604889588
CD14 0.112887059900237 55.1200532434577 0.111143404659266 56.4925989716859 0.238668220009025 0.230849073541679
SMA 0.0536430018657771 33.6860000930363 0.0517522375125356 37.8781283273415 0.348727328402078 0.220394262069002
CD11c 0.0625779423859048 8.90583988767998 0.0623013679062269 9.78763168613954 0.487238538544973 0.409966134905967
PD1 0.136202003576042 54.196335139583 0.132782167742439 56.4642036965892 0.255538439250354 0.142289543272535
SDHA 0.0928498699944218 45.6054171831249 0.0919287121075309 46.6624928458824 0.354992090204568 0.352580505834999
CD36 0.0679869947665871 43.3059096604789 0.0676481986808591 43.4825684146834 0.477091779090681 0.4897095961888
CD68 0.1049521448019 45.327525668817 0.102582080013552 47.7977401260695 0.33988536702209 0.301991092179055
CS 0.046401974476385 63.8186204048154 0.0463225267202082 63.9353184148113 0.475986575832634 0.482709830519611
CD3 0.122290675450812 73.6193579252658 0.122102456550483 73.7077542842632 0.481847298172538 0.48046172986603
ATP5A 0.0744209878616662 60.520371640562 0.0744594384992851 60.4769050209669 0.506274582766747 0.505917871455598
VDAC1 0.0595056422282583 37.6470987104157 0.0595517613925536 37.5474037983584 0.50885001783511 0.508993938791876
XBP1 0.219110744749461 15.6495049308938 0.219206105199579 15.5962963620477 0.509007709321359 0.512057118489271
S6p 0.0911020528337296 53.3595447859946 0.0906563001916531 53.8554743030554 0.440704275379472 0.426911629186804
CD39 0.0914399866262059 46.2927542440279 0.0909671049761877 46.8240527088748 0.428047546124976 0.410737174755202
GLUT1 0.0580242122673992 77.6797114422398 0.0578241177720364 77.8118467541089 0.480021542477157 0.471670628336918
CD57 0.0969792962844912 38.2762354655108 0.0969321017079465 38.3326589756584 0.496354506233924 0.494400664681082
G6PD 0.0811423616802623 27.4414301520031 0.0810033840500279 27.7366881305957 0.476390491203266 0.451430036192702
PKM2 0.0460824690256678 71.025621631224 0.0461148575620986 70.9848266404389 0.507036639722516 0.508969043784756
IDH2 0.0456076466574569 61.9502522440657 0.045625163057813 61.9127064713819 0.503360658547317 0.506331408058023
CD8 0.206028712471822 17.0701706962302 0.203760567525535 18.8664904352124 0.283102420041852 0.256642965475995
Ecad 0.0639997256355929 47.5455337898562 0.0634221673294254 48.5463416713344 0.390149078443759 0.384355597230299
LDHA 0.0503793230941681 70.8084264305799 0.049381274261893 71.9607992890139 0.286055119989966 0.239692624365608
CK 0.102057213929162 63.5691381788866 0.100254819538559 64.9129013447429 0.300118012223423 0.31932149265081
ASCT2 0.106570776401292 37.6030923597438 0.106468055534015 37.7261468500418 0.490397019515592 0.489850056265973
HK1 0.0551753270218227 83.0264059599723 0.0552842596505208 82.9525714458819 0.523607962631706 0.531540055466725
CPT1A 0.0731418865686121 43.1095564729766 0.0731914312845046 43.0338461481956 0.508096059281299 0.509182497708611
NaKATPase 0.0718803061383231 52.1895906389699 0.0709455353492719 53.3300749815422 0.3425786205653 0.389682408699096
HIF1A 0.145189584824189 36.6903446879005 0.145134598174032 36.7953060340058 0.497198604243512 0.490334446253014
