target intercept intra para.35 p.intercept p.intra p.para.35
ASCT2 0.000737368392596516 1.04332548549429 0.0172615382871995 NA 0 0.596843378854723
CD14 -0.0028592096301957 1.13637192858549 -0.0148205468449235 NA 0 0.575016586249014
CD31 -0.000209389900271765 1.16333357591724 0.079000046842154 NA 0 0.0295859364154165
ATP5A 0.00133862117570009 1.07842527955023 -0.0226942832359853 NA 0 0.284484153916387
CD39 -0.00280490710227774 0.978544791207249 0.0705736355031727 NA 0 0.00229531904619207
CD3 0.0102305283951775 1.05533893324765 0.0776419975337307 NA 0 0.0901862006796823
CD45 0.00098667881196525 1.08046773245054 -0.0306366285108301 NA 0 0.180174890989982
CD36 -0.00158855887700515 1.18274908910071 0.131094642667923 NA 0 0.00786764727016664
CD11c 0.0088721952508081 1.27329537327186 0.178200921246223 NA 0 0.0158617375944863
CD4 0.00389624551778658 1.08522514888496 -0.057400814738528 NA 0 0.0131463864709604
CD68 0.00175673577950829 1.12196949634258 -0.0327376405490524 NA 0 0.235209877970665
CK 0.000686852677991512 1.03185975707404 -0.00911062064910695 NA 0 0.60309819792954
CD57 -0.0126355532362034 1.31334639638057 -0.135521832579866 NA 0 0.0386817780952571
CS 0.00126501651241773 1.03453522897182 0.000249759000194041 NA 0 0.991290075925927
CD8 -0.00635179635675669 1.07219110517184 -0.0141186964404831 NA 0 0.728740681290849
CPT1A 0.000245094679167121 0.993910901394343 0.0385644200280195 NA 0 0.0234366054512611
G6PD -0.00132778015449651 1.11872695379472 -0.0210050224854756 NA 0 0.560233133552566
Ecad 0.00182549835389401 1.01295489317222 0.0242483410605614 NA 0 0.132428652858879
H3 0.0206886876036931 1.02412303780907 0.14011579099461 NA 0 4.77615111926788e-06
CD98 0.00654297476045912 1.03126242537944 0.0499750311433435 NA 0 0.0328340877416053
HK1 0.000470173889815473 1.05618639154601 0.271402378121439 NA 0 5.10702591327572e-14
GLUT1 -0.00261675522209452 1.03329903321827 0.024525503269918 NA 0 0.353068906554891
LDHA 0.00222150932904924 0.987030952764886 0.0767241032635858 NA 0 0.00378856184243981
HIF1A 0.00298901696737179 1.0139127993124 0.0712235463579722 NA 0 0.005429466724858
NaKATPase 0.00130941356368265 1.04308270503272 -0.0256104649541943 NA 0 0.187477168995025
IDH2 -0.0004103428359397 1.00757643614273 0.0349821127271144 NA 0 0.0918735229713565
PKM2 0.0172562380322669 1.16591910241725 0.171537988807879 NA 0 0.00021173523310658
NRF2p 0.00191139254523036 1.01381212095168 0.0132151784823332 NA 0 0.541020206368726
SDHA 0.000181357365458447 1.04106423965216 -0.0182827991687845 NA 0 0.330572826110225
PD1 0.00726015663766798 1.11911558940528 0.0213194601682758 NA 0 0.613121735464712
Ki67 -0.00197579342246942 1.05392692735623 0.133996349263463 NA 0 0.00309650995488031
S6p 8.23261082398032e-06 1.03864631308394 -0.00498246107795522 NA 0 0.826973767574775
VDAC1 -0.00145921245700213 1.06442375392825 -0.0164948264895123 NA 0 0.637111875263666
SMA 0.00723299439067755 1.0179495630607 0.0755466319760248 NA 0 0.00329276794880196
XBP1 -0.0116845949221675 1.10497233338052 0.0855491000906917 NA 0 0.0108006965005223
vimentin 0.00838195586446118 1.03175148008408 0.0757881695628859 NA 0 3.0709420755004e-05
