target intercept intra para.89 p.intercept p.intra p.para.89
ASCT2 0.000710889890153476 1.04992202016081 0.00842013683697938 NA 0 0.788593555227421
CD14 -0.00326635096096555 1.12940311236215 0.00609864394902111 NA 0 0.817138498946825
CD31 -0.000358994372562267 1.17994018109908 -0.00461140128121888 NA 0 0.904171380558381
ATP5A 0.00145465181353273 1.06745155319312 -0.000473625030733129 NA 0 0.982033528015084
CD39 -0.0029329294743578 0.954800917566941 0.0966348477328917 NA 0 1.70063037612245e-05
CD3 0.0126780154812442 1.03082916789365 0.130901517621028 NA 0 0.00163319697287023
CD45 0.00132248326627337 1.06052699663824 -0.00124159230987251 NA 0 0.957190499167037
CD36 -0.00157232532439954 1.14414380691477 0.189161614756353 NA 0 1.1380373450498e-05
CD11c 0.00960532755288144 1.26498313159918 0.211407431965645 NA 0 0.000870043763922856
CD4 0.00570384622751266 1.070293089507 -0.0278708151373448 NA 0 0.233650543839233
CD68 0.00142713571041456 1.12552620868274 -0.0451169411457054 NA 0 0.124536998772304
CK 0.000821390453120477 1.02282733613032 0.00350814020040271 NA 0 0.841584849102453
CD57 -0.013413115742275 1.31272642934094 -0.124969225309479 NA 0 0.0248869861797194
CS 0.00111002884013791 1.03997865540152 -0.00910367045667593 NA 0 0.704051407387937
CD8 -0.00703081239735003 1.0513147645603 0.0167981966021296 NA 0 0.674945978931631
G6PD -0.001497927328323 1.10708861305244 0.00672558499949904 NA 0 0.850271912356243
CPT1A 0.000199848394981464 0.979804407675574 0.0567890691052929 NA 0 0.000964486329433356
H3 0.0237076081211105 0.983350389121409 0.208529594309402 NA 0 3.37951888695898e-13
Ecad 0.00212201262776039 0.997680504170368 0.0445888826444725 NA 0 0.00661202411276851
CD98 0.00648925522864119 1.03020536570011 0.0503503058341831 NA 0 0.0274220486526666
HK1 0.000648563064479648 1.0596894035481 0.270592350662356 NA 0 4.44089209850063e-16
GLUT1 -0.00323199477892708 1.00466440312545 0.0650482054066333 NA 0 0.0117932675721981
LDHA 0.00244427963861883 0.964972451532286 0.108181834534547 NA 0 2.11953414479549e-05
HIF1A 0.00337458321619624 0.97692233894674 0.115801292242844 NA 0 4.94782595072962e-06
IDH2 -0.000482717613433856 1.00968482729999 0.0319034882754524 NA 0 0.134855804463053
NaKATPase 0.00149792920559395 1.03036305266314 -0.00885701855528263 NA 0 0.653448955470839
NRF2p 0.00207965887805283 0.994766869275024 0.0378389124671816 NA 0 0.0677485330266143
PKM2 0.0169578387833496 1.16096283720399 0.168419747831083 NA 0 8.04628293957776e-05
Ki67 -0.00235326339026265 0.954522655144388 0.266816409287044 NA 0 1.08628661621424e-11
SDHA 0.000203377563286281 1.03084245528533 -0.00217771507651915 NA 0 0.909176861390312
PD1 0.00771415661556264 1.11040421432114 0.037416697178324 NA 0 0.354854305876238
VDAC1 -0.00167502742534855 1.02873487250458 0.0326561485068457 NA 0 0.330254621968628
S6p -9.08718141059608e-05 1.00625908397677 0.0373463986446222 NA 0 0.0999161288407608
SMA 0.00774519179382102 0.999334365419255 0.100749648296142 NA 0 2.91049021079459e-05
XBP1 -0.0110548184574771 1.10739027226479 0.0748186069107195 NA 0 0.0240358799986351
vimentin 0.00820651332250748 1.04062332942027 0.0654527783591398 NA 0 0.000177939795795057
