target intercept intra para.35 p.intercept p.intra p.para.35
H3 -0.249633646627984 1.1397249041448 0.198635709085653 NA 0 0.00161644004059958
CD98 -0.0627571667559928 1.13817497144859 0.0289883946352255 NA 0 0.526059998127088
vimentin -0.107346559268152 1.06867417586421 0.111404683993275 NA 0 0.000525805154964587
CD4 -0.0688087159364941 1.0965746914195 0.0630628644266279 NA 0 0.131855971214998
NRF2p -0.124372512212537 1.13040980278735 0.0468915699678468 NA 0 0.325358615566441
SMA -0.137480259863452 0.961439041179716 0.284721819664976 NA 0 2.55750300937052e-07
CD45 -0.0440555116601549 1.12852117169191 0.066895982265051 NA 0 0.0953789307813382
CD14 -0.0385044315552038 1.08840548322655 0.0194859968177966 NA 0 0.688823524892129
CD31 -0.0195901393207126 1.16734057563598 -0.0330060090041445 NA 0 0.648744997050365
PD1 -0.00467474815713123 0.912027607138396 0.21305006453591 NA 0 0.0445844515115432
Ki67 -0.0980038341778479 0.914044284922896 0.410107205630811 NA 0 2.22044604925031e-16
SDHA 0.0217603288234345 1.09606269191386 -0.137499782516507 NA 0 0.0545809582662677
CD11c 0.0142047712094075 0.204047279589987 0.042221625768951 NA 0.0125928909993562 0.650288531548022
CS -0.0720961093672441 1.11897743285346 -0.0148830614920945 NA 0 0.77620592250693
CD36 -0.0428952693068539 1.18801213062266 0.0780980116592853 NA 0 0.236964678134989
CD68 -0.0600947754077822 1.02208348169591 0.2255431504516 NA 0 4.07889578313281e-06
S6p -0.20752053327157 1.02027888676017 0.337646731456148 NA 0 0.000207323177888741
CD3 -0.00892983261937569 1.15729034236376 -0.106570905737765 NA 0 0.152375881337547
ATP5A -0.0176535409190285 1.16649216585448 -0.138794777165005 NA 0 0.00855451419439768
VDAC1 0.00745615264504562 1.16616666545087 -0.177314605464372 NA 0 0.0352820589329972
CD39 -0.08703980287358 1.02642041841559 0.177672694667791 NA 0 0.000331268806578633
XBP1 -0.0967274512572146 1.16723827700721 0.0924848944346441 NA 0 0.352742678096937
GLUT1 -0.0660747013570723 1.07666429731622 0.0653237437550252 NA 0 0.176704605215527
PKM2 -0.0573569018017343 1.08911021980436 0.0140867665395718 NA 0 0.754845377514892
CD57 -0.0196057196972891 1.23577886243426 -0.0661913512427638 NA 0 0.529721893438841
G6PD -0.0995568451100355 1.04799751599392 0.105698692507358 NA 0 0.234379317335116
CD8 0.0214822048695588 0.600281550363419 -0.00314860394711593 NA 1.85429034349482e-08 0.979093542658847
ASCT2 -0.0719564856509342 1.03565707927113 0.0759478527473108 NA 0 0.277399654287981
IDH2 -0.0587106150667726 1.13041141737251 -0.0459283606904768 NA 0 0.342115125546766
LDHA -0.149388074525102 1.07347458408689 0.147011145707974 NA 0 0.00253515859508346
Ecad -0.100413735217987 1.0876528405668 0.0908567543712108 NA 0 0.0192059465782295
HK1 -0.0725226767546618 1.07881974985935 0.0968119926050586 NA 0 0.0187148829128114
CK -0.109033495810186 1.05669202309792 0.270278026450525 NA 0 3.62804278175588e-07
CPT1A -0.143414501044148 1.04682128386366 0.17351127190304 NA 0 0.00119745327628862
NaKATPase -0.0815036801292004 1.10104467950915 0.0266073190591299 NA 0 0.469941773392998
HIF1A 0.00264748300349633 0.696173979512111 0.146011763391688 NA 4.42692549285084e-11 0.185797015265638
