target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
ASCT2 0.0696929062713735 53.2688909412585 0.0695545166280844 53.5446973513001 0.482854949268661 0.475885026364071
CD14 0.0682134990854687 73.5275167829361 0.0680628198881201 73.6626736525193 0.479917843966262 0.483164434373103
ATP5A 0.0660390346223653 84.3355191367136 0.0660301733669181 84.333018634326 0.498671020289591 0.500639598086193
CD31 0.0729290870051036 50.8339309042608 0.0719032570628851 52.0126045525605 0.439284248957638 0.430405149728114
CD3 0.0605421891241148 63.3848505842099 0.0606855781364086 63.2138034064191 0.525514216892629 0.521401278478269
CD11c 0.0617127107922037 38.1760379829081 0.0618179464319004 37.9721741262217 0.508773878236482 0.515963491594438
CD39 0.0621718695412938 71.1805243803303 0.0622111262186992 71.1243916376329 0.504756991313959 0.505680905945224
CD36 0.0644070210399662 37.3744681070573 0.0643136361268296 37.6548200171468 0.491893010591611 0.481558867306991
CD45 0.0600908113053158 78.4870303186446 0.0601723032969653 78.4350301091277 0.509445728513591 0.508864554769172
CD4 0.0639124355008121 62.654567818565 0.0638982533491842 62.7192817591964 0.498613383895193 0.493880384303109
CD68 0.0844903382327779 81.7386925830394 0.0842985643066402 81.8343430718077 0.486847654937106 0.489194892585954
CD57 0.0687298463465409 50.6843440520587 0.0689541743553301 50.4155971686043 0.531958811603916 0.536245986806808
CK 0.0661250115773463 77.3024301310823 0.0661587380648091 77.285072674204 0.503451153405502 0.50185251090277
CD8 0.0709620980322088 39.8567627689165 0.0710761664418788 39.6769390142784 0.515931667931681 0.523214149633093
CS 0.0596119916241435 78.9945817758058 0.0592854459535299 79.3124975125552 0.44401605326102 0.439239004050758
CPT1A 0.0666698912536385 81.4205244901042 0.0667859294612313 81.3572067027847 0.5107337675013 0.509140425483758
G6PD 0.0737419051526217 55.0156848882623 0.0736977382211698 55.0531752801789 0.494603847877342 0.496559008421997
CD98 0.0713471059419818 75.8385638164768 0.0712779382470523 75.8944838021814 0.493442418522743 0.48647110968714
Ecad 0.0647742152711055 76.3717584327572 0.0648477925644634 76.3178770933724 0.50801448582637 0.509053853902737
H3 0.0711445141136244 81.715850773723 0.0711289142371315 81.7278753343063 0.498426344681076 0.497873680859212
GLUT1 0.0719831396934651 71.2940413546175 0.0721355113882556 71.1799366772689 0.518530428167051 0.519075617713813
HK1 0.059088384757981 42.5877204295454 0.0588840465650881 43.0820804408549 0.467173056880994 0.460187912549519
HIF1A 0.0778441185409379 71.2480920964661 0.0779340743708728 71.1403894128614 0.510087814069454 0.518600428743294
LDHA 0.0598917033116668 74.7092577635984 0.0591292686053968 75.3340061608079 0.409810111609315 0.423681478330673
NaKATPase 0.059177243740989 82.1486562826741 0.0588470404003341 82.2872732922396 0.470113506928699 0.480010808208639
IDH2 0.0604969977601111 79.1444489369163 0.0605546431626982 79.1087942043016 0.510243502139118 0.510078431949465
NRF2p 0.0571384836158766 86.895509808654 0.057123035703373 86.8957784878992 0.497035793400158 0.49993132974126
PKM2 0.0548699578657859 46.288583991684 0.0546220236269842 46.7431556025289 0.45066684306437 0.455844602894442
Ki67 0.0771499532914024 52.6138737007234 0.0770469803641814 52.733472052369 0.490939381408027 0.487642614872618
PD1 0.0859325175965013 30.2659844132664 0.0715689439524392 50.3497504905692 0.0658335804662809 0.00481293516409446
SDHA 0.0719517943624936 78.4443780767337 0.0715894664126495 78.6501294399587 0.462468199748124 0.455998627341078
S6p 0.067372735943257 78.8278254010399 0.0674901183365534 78.7553475691608 0.517332711355066 0.51625464396905
VDAC1 0.0722647737584593 58.0718507748146 0.0724063632032958 57.9204551831599 0.521115749573321 0.519585488623197
SMA 0.0684307058827267 44.2413675486511 0.0683375110002366 44.3982310056029 0.488873236494211 0.476356183695649
XBP1 0.0690738687414433 50.9840375119863 0.0692212188415941 50.7916907155515 0.526315771165912 0.514907542003647
vimentin 0.0718435615735261 84.3524745289601 0.0710930097518005 84.689970023537 0.428647987716266 0.421076644837694
