target intercept intra para.35 p.intercept p.intra p.para.35
H3 -0.339205736861919 1.06672946408697 0.410548294806585 NA 0 1.08012290476189e-05
CD98 -0.0768614136081839 1.03510199809217 0.207501981771764 NA 0 0.000183712916387302
vimentin -0.0861019680766238 1.17424600253168 -0.025634784492202 NA 0 0.572287745197648
NRF2p -0.186724159149224 1.17414034554684 0.13762414199709 NA 0 0.039665131579492
SMA -0.278398857193533 1.31052090321575 0.128967283383772 NA 0 0.16802410225756
CD4 -0.078978597449446 1.08439637616573 0.14311812391364 NA 0 0.0637063507339173
CD45 -0.0483969545838643 1.18356425301634 -0.00297037403000037 NA 0 0.955704710988554
CD14 -0.0616127052235204 1.07417815399205 0.136084864450478 NA 0 0.0573992316489038
PD1 -0.00047476698854461 0.604899057566597 0.230761574225299 NA 3.5565550504657e-11 0.0784546175702854
CD31 -0.0220687605095956 0.911466481727619 0.26040363042315 NA 0 0.00200556989384038
Ki67 0.000788668799200587 0.704791588794265 0.139652453559873 NA 9.4990260102179e-10 0.30818025544957
SDHA -0.0762483040973085 1.06254532124619 0.081107363691815 NA 0 0.321373227692432
CS -0.0421549106692981 1.09992997539169 -0.0337822603514006 NA 0 0.683306750258721
CD11c 0.000289262992879943 0.762705058148511 0.128616177235319 NA 2.22044604925031e-16 0.286133118738932
S6p -0.204026280491632 1.0249713026394 0.431283593947458 NA 0 2.46097268608025e-05
CD68 -0.0370194385021982 1.18634212014964 0.0568310539140905 NA 0 0.425484492128686
CD36 -0.0273085345811928 1.15238676302149 0.0104759051045364 NA 0 0.891445451626648
ATP5A -0.022549284709844 1.15924127458906 -0.119264104307304 NA 0 0.110199304032359
CD3 -0.0229175418139237 1.04577552865867 0.19583199381648 NA 0 0.0134340982393975
CD39 -0.0493177043864403 1.05013208925008 0.0812577441185302 NA 0 0.231431099845256
VDAC1 -0.0966863343324951 1.04893711327476 0.0884195962262364 NA 0 0.438159154669608
G6PD -0.0700745201409944 1.12734272051282 -0.019238651327302 NA 0 0.877704567669343
XBP1 -0.0398659936063958 1.14127948351988 -0.0197195329404359 NA 0 0.883620672341768
PKM2 -0.144315436651968 1.14441109387359 0.11849957644602 NA 0 0.0553546487622743
GLUT1 -0.103387386810731 1.03688806630698 0.238257524546985 NA 0 0.00467578957736792
ASCT2 -0.148310747359072 1.00951747907373 0.238803212574947 NA 0 0.0187998198917949
CD8 -0.0187703078122086 0.908691934047489 0.152838127043002 NA 0 0.137980113978397
CD57 -0.010589439020394 1.33969357402554 -0.166671435785151 NA 0 0.175950882467857
LDHA -0.129732529199997 1.11026858027241 0.117684816347401 NA 0 0.021184447122911
IDH2 -0.0647869294373029 1.12241338904286 -0.0216168585921216 NA 0 0.733517492934985
HK1 -0.0808311271307814 1.12908061921056 0.0595626118606849 NA 0 0.373777097961111
Ecad -0.0636483749768109 1.09251733586115 0.0443292037409186 NA 0 0.424514526187909
CPT1A -0.102967561323375 1.08319430070819 0.0970475583620451 NA 0 0.074184935023802
CK -0.102768608395846 1.07259064298383 0.207120955633568 NA 0 1.95728459884137e-07
NaKATPase -0.0732258536363148 1.1111792715836 0.0143164450030993 NA 0 0.838329286661565
HIF1A -0.0157299118312819 1.04137045842377 0.132629618225782 NA 0 0.179799618419077
