target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
ASCT2 0.0539016511710762 60.8910702715372 0.0539632337555563 60.8043638649508 0.517918193250742 0.514760577486378
CD14 0.0509663912163548 74.2650865444189 0.0509863167096071 74.2345761015457 0.503223209297274 0.503811386459324
ATP5A 0.0477300515802197 83.4209489910099 0.04771201518818 83.4313840063699 0.497577719065991 0.496928956311009
CD31 0.0548872686129381 59.1460558189199 0.0546994603947075 59.2663068361624 0.484878757326769 0.494734658215783
CD3 0.0391629899811134 61.2658255422706 0.0391110629644549 61.2734496165909 0.4914513857495 0.498898516558299
CD11c 0.069487988313882 20.7975610797439 0.0695148804209112 20.8441188797242 0.501853756574465 0.497214951626618
CD39 0.0480638348829617 73.5453328933171 0.0476359467315323 74.0768218376824 0.42856637404257 0.41493335006799
CD36 0.0394650237715971 37.3110938999171 0.039326541915063 37.901076352404 0.48673087591953 0.469025007874028
CD45 0.0459638307500534 80.5419300710067 0.0459951546808826 80.5211416911199 0.503497952121663 0.50226236861569
CD4 0.0411040284112287 81.3130627557606 0.0411286163587257 81.2790757956144 0.504331000389453 0.506353863914906
CD68 0.0591249402431617 69.2449759058118 0.059167896122229 69.2034611638107 0.506247840516469 0.503565582494717
CD57 0.0544044080192077 45.8070754047761 0.0543990447945202 45.8677288273451 0.499009240941541 0.492421769514923
CK 0.0404817205429738 88.6464234065992 0.0401293693829697 88.8365698243545 0.426355223480237 0.423397238629976
CD8 0.0578849845297516 57.6108670468041 0.0578425217789774 57.6782206056778 0.493784845378635 0.493328287624879
CS 0.0426708060617923 79.1592807044537 0.0426952417997152 79.1376162451193 0.507702755333361 0.509561158717291
CPT1A 0.0440991963123143 88.046355846297 0.0437492013514616 88.2356306749802 0.422144427671796 0.442730873555571
G6PD 0.0507338811102625 55.8950096125439 0.0507966946442683 55.7819400386097 0.518017663918676 0.515008127406909
CD98 0.0499949110899379 75.8917387908992 0.0498076621285936 76.0651770408388 0.449058033403495 0.444665648746322
Ecad 0.041018774023524 87.4944093142916 0.0409360336146899 87.5459334725352 0.479507192255942 0.482185678446281
H3 0.0537828846238722 69.1803957898549 0.0524373309740488 70.7817217118075 0.319298865206303 0.258356240772316
GLUT1 0.0590177581503053 64.7832399899744 0.0584473827346618 65.4564003843888 0.409925551391088 0.424098095658257
HK1 0.0373405107580114 66.7161165175748 0.0369826712315635 67.3615388725344 0.387091277651568 0.383190320634488
HIF1A 0.0574730115697019 71.7612820193432 0.0570245994293698 72.2536710029384 0.44449802491341 0.439356758717268
LDHA 0.044627288199594 72.767985546083 0.0445068951086409 72.9421756896147 0.477677142940515 0.480004938485201
IDH2 0.0434209190326911 85.0181822807418 0.043353006950345 85.0573908588571 0.485254783804492 0.48794942950711
NaKATPase 0.0438924761063285 81.9792005221232 0.0439071543741454 81.9778537763294 0.502447529598267 0.500223010956592
NRF2p 0.0474314022978395 76.7036237681025 0.0475095023949911 76.6191660362621 0.510402989478968 0.510885440446502
Ki67 0.0707740274096871 58.9332186945305 0.0708057435431948 58.890230255404 0.504163904016231 0.50452822923381
PKM2 0.0482822023144541 38.2254314935587 0.0480590275277248 38.7832939130606 0.466969554373935 0.439927402733194
PD1 0.043230614047775 55.0096735208353 0.0432372427215541 54.9879593375672 0.500651898517327 0.501701392846389
SDHA 0.0486942872731894 84.7190913148122 0.0486532645372461 84.7491243377607 0.493300282714033 0.49275050631551
S6p 0.0496202676618874 82.9499450200848 0.049406753111257 83.1218959335025 0.471969020845726 0.462258988945196
VDAC1 0.0493029132319673 68.5053907136745 0.0491748548821021 68.6671169938924 0.473679917021182 0.464817200799342
SMA 0.0386931124709184 79.1921272768991 0.0373493951582882 80.5861671204312 0.252305940563666 0.295890312798852
XBP1 0.055234582321957 63.115742041797 0.0551876162400301 63.1683602234775 0.492542379780871 0.494659413883106
vimentin 0.0454803819485736 87.7956243393078 0.045168493811425 87.9780408498928 0.414035555402944 0.421874883812012
