target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
H3 0.0504484276982174 41.6053051773238 0.0499061539919436 42.8716156825327 0.293719803065759 0.331792672911663
CD98 0.112943880600697 62.5036283772329 0.110344213729663 64.0550120680658 0.300627731500067 0.310521013547809
vimentin 0.065552378911766 34.201481712499 0.0654535001369013 34.4642843978158 0.48754919624817 0.477596984366996
NRF2p 0.136953125623577 65.954853036593 0.137076588823649 65.8534520329249 0.510554184970007 0.517198456827356
SMA 0.0832944099896598 55.606114414583 0.080482523873365 58.4820629940315 0.256241627784192 0.188734091993117
CD4 0.11752674347674 69.0169663621912 0.117516613336764 69.011090054577 0.499336952615164 0.500782338714751
CD14 0.171684783509355 43.3107348645131 0.170585153956145 44.1137543089272 0.448615128009555 0.442508473854325
CD45 0.0970203044178229 83.5878094258113 0.096983132424598 83.6133914263364 0.496624989398046 0.493343667562805
PD1 0.0810308242625465 15.7738942724187 0.0809914871927269 15.0618045955831 0.498666949047543 0.541127024729677
CD31 0.105889655961027 24.4783130184277 0.103572041289196 25.5647008971323 0.435876734056606 0.460952028175763
SDHA 0.134634147714987 50.9680573660093 0.134791566307021 50.8566831030903 0.508657478074007 0.509248889291477
Ki67 0.0448440925441221 0 0.044768824668007 0.0164152481746471 0.497563891534865 0.171718198068957
CS 0.0793769991700617 74.3013311345509 0.077368427469661 75.5733933611659 0.284322086715229 0.317177879584762
CD11c 0.122375221642688 25.5258260858328 0.118366233076558 30.1939398392501 0.248094435630218 0.246851589734258
S6p 0.113617113110608 52.669246061847 0.11119592951084 54.9212294110219 0.163649575719887 0.286247653415128
CD68 0.0866168706677193 18.8880522454355 0.0866580163584765 18.4336058226935 0.502175894716881 0.520852566341369
CD36 0.0361565390776174 7.47982552574689 0.0375487106881567 7.25365036839987 0.554102153070675 0.517856622481548
ATP5A 0.111343144667146 63.3402482605358 0.110970910787098 63.5196003129598 0.475704742154361 0.478007358303034
CD3 0.118137859547133 59.2849851494374 0.118293083525557 59.162809680207 0.513263858063888 0.513679053556773
CD39 0.102448563926094 53.8156700621924 0.102529001490553 53.7451292200814 0.507283872448093 0.508703330779186
VDAC1 0.116824543901229 42.2632568980439 0.117100164376281 41.9083884220785 0.514786873615058 0.518484516584908
XBP1 0.188492302649987 18.49757636473 0.188444021870989 18.5381824185045 0.497928633062645 0.496977683859002
G6PD 0.10735394496571 36.9907354571252 0.107593260656849 36.6785153330109 0.520366559375194 0.522360415996308
PKM2 0.0616265149998482 65.9528914970895 0.0617506555308647 65.8016268897223 0.51562040875076 0.519655429193535
GLUT1 0.116777712925051 56.7856663187397 0.116513465111921 57.0568325241778 0.476912952768743 0.478630566799284
CD8 0.182208565156384 34.7524679380572 0.182395480127161 34.627786113786 0.51294588184611 0.509748667988325
CD57 0.102085416982287 4.64582643923921 0.101290458524706 6.61591322461045 0.45827169939413 0.230813337831849
ASCT2 0.151797137211901 31.7766299313636 0.151939589784057 31.6958831601071 0.507634012578192 0.506523217813928
LDHA 0.0825091598697435 74.2685564789288 0.0814744953905007 74.8884974786639 0.386707852223531 0.374244004633295
IDH2 0.0657418344402436 55.7447939951793 0.0656853605369341 55.8385448655493 0.493894282812093 0.490500852536638
HK1 0.0758123357000719 80.3696798722893 0.0759842142642798 80.2997989490477 0.516221293500043 0.511145986460257
Ecad 0.0832453247635048 63.8456978013739 0.0820948008842479 64.7933624468807 0.43942736246455 0.436471689340047
CK 0.0470415865479762 44.3407656586529 0.0442667921177607 43.6949893587885 0.377889696664445 0.516488711300278
CPT1A 0.0918965051688019 66.3862719610894 0.0920634552965118 66.2709083975522 0.515658534829557 0.515000857355762
NaKATPase 0.109151499915733 41.424486605209 0.107628438080728 43.0809994579375 0.401465991149331 0.386989424972293
HIF1A 0.0733523874844845 37.4355253519251 0.0712319352979117 40.0325454151726 0.381873396482439 0.40678441365529
