target intercept intra para.89 p.intercept p.intra p.para.89
ASCT2 0.00288915969295063 1.09438263517886 0.129387598717783 NA 0 0.221998076476855
ATP5A 0.00165516599665453 1.10663349458321 -0.0181997485355197 NA 0 0.820995744601166
CD14 -0.00540462751988427 1.19080443400444 0.0444010514183375 NA 0 0.610588619970278
CD11c 0.018666251636803 1.23051082658413 0.0396513517915355 NA 0 0.776191477824093
CD3 0.0131689659390323 1.14202205706676 0.0105258596189318 NA 0 0.915809002036465
CD31 0.00289967219524862 1.2583952933278 -0.0209482631902543 NA 0 0.797083754220349
CD36 0.00400598994708808 1.11423981974413 0.200308345964417 NA 0 0.103356755339083
CD39 -0.0130112548947565 1.05243329793271 0.267237900311911 NA 0 0.00355159465247179
CD4 0.0213943959616832 1.10605894801995 0.0401700632897428 NA 0 0.723610503775963
CD45 -0.000940003857047353 1.16406161858553 -0.0148364100229548 NA 0 0.853783258670074
CD57 -0.0257274512872989 0.979699322423237 0.500187321650372 NA 0 2.82971730269921e-07
CD68 0.0070727795368191 1.18781508059255 -0.0012240295293742 NA 0 0.981742305177155
CD8 -0.0242965099848833 1.08415398894456 0.186922309241198 NA 0 0.0746156019733322
CK -0.000482991520367777 1.13619310798383 -0.0284742835767537 NA 0 0.625995043670389
CD98 0.0173250935201515 1.11876293076134 0.209492216897113 NA 0 0.0262437569700786
CPT1A -0.000166442414652359 1.06717332765525 0.0049579824313299 NA 0 0.941577395018093
CS 0.0133830654370596 1.0786442697872 0.171163896694979 NA 0 0.0319766754304114
Ecad 0.0240810850874597 1.0391268173311 0.244412284412623 NA 0 0.0014378021787258
G6PD -0.0153563116160561 1.12608335057896 0.337135171097273 NA 0 0.0030929012133154
GLUT1 -0.0133939264039331 1.1396982101853 0.329535163323412 NA 0 0.000352443537934066
H3 0.0273744077004169 1.10212508849352 0.104614189386208 NA 0 0.158964070883064
HIF1A 0.00196103147183957 1.1409067821186 -0.03210482971883 NA 0 0.729966567055426
HK1 0.00136893975342218 1.05661433881265 0.113772784441501 NA 0 0.247927184378651
IDH2 0.00458373212949992 1.1107383601387 0.0706065993136774 NA 0 0.41645049120109
LDHA -0.00530549339765355 1.07285616442525 0.204599484471797 NA 0 0.00799292254808348
Ki67 -0.00102941528742374 1.03876373000819 0.137377791782783 NA 0 0.0201327710395682
NRF2p -0.00170437364369804 1.10083305720576 0.0209023395106703 NA 0 0.752434443305672
NaKATPase 0.00784387924166664 1.04426611779078 0.0727257778769397 NA 0 0.25616713634167
PD1 0.0105492691872404 1.26065452898975 -0.112290452270194 NA 0 0.332539238609926
PKM2 -0.012804364711072 1.22135649062275 0.453310912367332 NA 0 9.76126547962419e-05
S6p -0.00803013673447838 1.07593469601229 0.0664821682912512 NA 0 0.283207761713519
SDHA 0.00937410437042599 1.06273054648139 0.153823262689013 NA 0 0.0603184289851559
SMA 0.0588717191970008 1.31484106398739 0.332863446002233 NA 0 0.00057547821545656
VDAC1 -0.0016888987408138 1.20747102144711 -0.0323527968461749 NA 0 0.742645866772674
XBP1 -0.0187959281894371 1.211229000327 0.275262593203176 NA 0 0.00749072971649545
vimentin 0.00360596951356476 1.13706510816767 0.0723470287841721 NA 0 0.110448020879671
