target intercept intra para.35 p.intercept p.intra p.para.35
H3 -0.218836247681627 0.896499017174424 0.371974546320204 NA 0 0
CD98 -0.0847059792596518 1.02972300437574 0.142189914397561 NA 0 7.28275050909666e-06
vimentin -0.0782604857527001 0.966215541812637 0.143234442179401 NA 0 6.25818056199101e-06
CD4 -0.06692129648249 1.08307988535709 0.0190487846485493 NA 0 0.407456411191019
CD45 -0.050866953857731 0.974174778923647 0.0992264788753969 NA 0 1.18798526571595e-09
NRF2p -0.18761612210506 1.13849334580576 0.117537372564224 NA 0 0.00159640084248225
CD14 -0.0554873703341312 1.04524802413839 0.0585076044154851 NA 0 0.103482031565498
SMA -0.174203219011804 0.964412181251697 0.329185664316813 NA 0 3.98441279969575e-10
CD31 -0.0530400612294211 1.0681965160546 0.246278509262776 NA 0 0.000123182645462627
Ki67 -0.0339241443452812 0.853764330345763 0.476645988614043 NA 0 0
PD1 -0.0370714476902994 0.843506473783141 0.327137216973524 NA 0 2.5006663406657e-12
CD11c -0.054757494214947 1.01718524666118 0.355531488346352 NA 0 3.22877502512142e-10
CS -0.178044248621002 1.07251057264058 0.163351156936358 NA 0 2.85664136789876e-09
SDHA -0.149913381791033 1.10136307342112 0.135245371372814 NA 0 0.00453133184129628
CD36 -0.049963000218596 1.15564020047745 0.213128422206699 NA 0 0.000261308624925238
CD68 -0.0540856832189472 1.0219922795368 0.322884527225387 NA 0 2.10428945379704e-08
CD3 -0.0641233950483284 1.02851886463848 0.098677824546957 NA 0 3.41055144050806e-05
S6p -0.0930107124214171 0.772081398268021 0.407882739203279 NA 0 0
ATP5A -0.0735808894471854 1.21449309431271 -0.0985305257929147 NA 0 0.0126838001265219
VDAC1 -0.124792485657211 1.04047538789201 0.121733753830237 NA 0 0.00230797148211215
XBP1 -0.0620812312495238 1.03308350174519 0.154423869624089 NA 0 0.0243771135615292
CD39 -0.0464146575793893 1.02170822477628 0.0650082766079556 NA 0 0.0785456441302601
GLUT1 -0.063507182516607 0.93557063217357 0.158154494434247 NA 0 2.56361154526985e-10
CD57 -0.0320703746645388 1.0986038781013 0.135150449385666 NA 0 0.0356677814643462
G6PD -0.0637449727219555 0.978609996512131 0.109846754109946 NA 0 0.0363406135460587
PKM2 -0.053689365305865 1.05943726422941 0.0129231746748633 NA 0 0.587065059745578
IDH2 -0.0623690780643704 1.13509618460749 -0.0521115478291344 NA 0 0.070023027884716
CD8 -0.0462730829707017 0.565909775982324 0.639861415538005 NA 2.88657986402541e-15 0
Ecad -0.0985874435878918 1.0831465115935 0.0856735456336916 NA 0 0.00442941879996184
ASCT2 -0.111872101974753 0.971745026809389 0.220426832638946 NA 0 5.72258182900409e-05
LDHA -0.107697486079815 0.915429059269316 0.218352245147754 NA 0 1.77635683940025e-15
CK -0.0203885531027353 1.02944827748273 0.0777109209694328 NA 0 0.00764699111820044
HK1 -0.0399854841057136 1.05067385977551 0.00860991445716656 NA 0 0.652183413323274
CPT1A -0.195592063921544 1.01996211976396 0.298085582041083 NA 0 8.20898904407841e-13
NaKATPase -0.152298710321748 1.00284092711962 0.240470766836003 NA 0 0
HIF1A -0.0117984410820746 0.821598711992739 0.300403828035082 NA 0 0.000103670590615446
