target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
ASCT2 0.0403097508517687 75.1939203919415 0.0402639125032523 75.2519862765135 0.480646162485534 0.471870152267964
CD14 0.0391590131801038 84.2056754435925 0.0389143142345262 84.4010725467794 0.38326553727508 0.425107780379481
CD31 0.0403801597643572 66.8631663597181 0.0403333603167303 66.9634155075355 0.489165509238457 0.491128088615343
CD39 0.0372514064163826 92.2704403054271 0.0371427296727937 92.3157377413337 0.435673574160715 0.441445884138929
CD45 0.034227248283265 78.0811510707883 0.0341436637781388 78.1860937443774 0.385989749891696 0.450253041522156
CD68 0.0339441841753207 90.9530762647585 0.0339014073982806 90.9777296061814 0.485665067542941 0.488757303493127
ATP5A 0.039350741730496 94.2691498489659 0.0393432973334143 94.2709477311986 0.496735135055882 0.49797956833936
CK 0.0275429097045871 96.3033754189749 0.0275390147058466 96.3044699368364 0.498543829442731 0.498578976509622
CD3 0.0391674486377006 88.6041244553493 0.0385634807528426 88.9559954800241 0.270710982716772 0.240151749150786
CS 0.0373114546812101 92.1656895185655 0.0372646850779319 92.1790926503441 0.477570049195362 0.490040504035771
G6PD 0.0401911860944746 76.7504590121095 0.040187307906487 76.7510692084314 0.497923935596627 0.499756396031201
CD36 0.0237372920065295 75.7847036884733 0.0237257938262821 75.810322003667 0.496099446411383 0.496042583754023
H3 0.037871260463798 90.9385841628901 0.0378844583994352 90.9324982207308 0.505580143785988 0.504969053177454
CD4 0.0373678001705787 91.0848801296369 0.0372196810392666 91.1524291576994 0.416963068596824 0.421927365190967
HK1 0.0330403503674174 82.2279846842196 0.0330301600130769 82.2405928940907 0.49487155966997 0.492454174677709
LDHA 0.0369472738409718 93.5498415962445 0.0365981105309163 93.6710644134039 0.248321708687345 0.210071198177451
NaKATPase 0.0416919864247483 91.3215307831562 0.0416767431582541 91.3268217892228 0.493883351129029 0.496977059579358
CD57 0.037087197265041 61.4343863181467 0.037036841013158 61.5405999058354 0.481884832075052 0.478823070558443
CD8 0.0373504171685128 73.0898981835592 0.0373577799051102 73.0799481381651 0.504206327909733 0.507678936280977
SDHA 0.042223856380534 93.243784652794 0.0422065085846139 93.2488513482627 0.494063886002733 0.494919855819483
CPT1A 0.0398903609998191 95.3984176907349 0.0399015964985419 95.3958383704347 0.503179819137738 0.502989506476649
CD11c 0.0288101105333569 79.3973662799593 0.0285100716380179 79.8079490802999 0.399150915184288 0.434930052248383
PKM2 0.0368245812375469 76.316783777362 0.0367759726912804 76.3846584471633 0.48051333609638 0.485590769056563
Ecad 0.0454478616511341 90.9505907874084 0.0454543377651808 90.9489905764786 0.502220306128152 0.501281288539205
VDAC1 0.0363572960583243 79.4578440399068 0.0363840086159817 79.4278653489102 0.514731072128031 0.511766793258105
GLUT1 0.0361337612540525 92.6278694290565 0.0361376574243605 92.6264380266787 0.502048482817389 0.501755430371409
HIF1A 0.0289378474149358 93.2400356463944 0.0289283924331436 93.2460496651586 0.497840963194715 0.49677221641764
NRF2p 0.0444094158611525 93.1650433395845 0.0444186180232552 93.1620720438968 0.503073019495309 0.502767273984115
CD98 0.0414427676009253 90.0961972431213 0.0411851645398363 90.2134614486022 0.427947687789742 0.435681074877876
S6p 0.0331529203437757 94.3144108361787 0.033120613507181 94.3244695100254 0.482639273072385 0.485787862647958
IDH2 0.0381163102153461 93.4316704452141 0.0381484032852294 93.4206157765943 0.512875518226581 0.511234780174153
PD1 0.0434000220472118 81.4883241399037 0.0431533698914239 81.6965461739848 0.381123140312197 0.400316366993685
SMA 0.0343350001712185 65.8055325484857 0.0339180374902481 66.5884400146749 0.305587561723905 0.313505747555265
XBP1 0.0378055761099605 75.9607934693683 0.037814089537976 75.9503143685932 0.505793215776819 0.509068398389081
Ki67 0.0387983808520401 83.2752646405597 0.0386757799881395 83.3681966390422 0.479160624914625 0.481078431366611
vimentin 0.041208063048542 78.9702557507789 0.0411554965734278 79.0226350971118 0.475665415870456 0.478988034385042
