target intercept intra para.89 p.intercept p.intra p.para.89
ASCT2 0.00362325965204876 1.04876500465681 0.0391930727535799 NA 0 0.138586932220174
CD14 -0.00802548492176312 1.11356282080023 0.0878631154383694 NA 0 0.000693784958725852
CD31 0.00267775526499816 1.22919282565004 0.0244060093110315 NA 0 0.438635004863482
CD39 -0.0004572789876338 1.03204725543462 -0.00639587690911003 NA 0 0.709524391323401
ATP5A -0.000207771880750954 1.04718577962371 -0.0235425180443089 NA 0 0.129455924338519
CD45 -0.00685527778028793 1.07524454596774 0.167295360849987 NA 0 7.22977233635902e-13
CD68 0.00739513802831985 1.11924452863582 0.105943719526263 NA 0 4.45406734506104e-05
CD3 0.00724927387452479 0.989260649417164 0.128439723457526 NA 0 2.37587727269783e-14
CK 0.00201503486984077 1.03893763890369 0.000569042676017228 NA 0 0.971257894206899
CD36 0.0103272478578717 1.12940081785657 0.169038820967151 NA 0 3.80875495586963e-08
CS 0.00146695587892973 1.05217828727466 -0.00958494331992111 NA 0 0.64713860274983
CD4 0.0149824616782549 1.01302997269192 0.0866751839628341 NA 0 1.22194125262709e-07
CD11c 0.0136366927002085 1.07178580089286 0.237963562174659 NA 0 7.66831043108596e-12
G6PD 0.00357101424246541 1.12640277428507 0.0171177639340906 NA 0 0.608173415267155
CD57 -0.0141681549424054 1.10942003095133 0.147983837070444 NA 0 0.000441450586273318
H3 0.0183432015733603 1.03888082264227 0.105679431625552 NA 0 2.10747197471051e-10
HK1 -0.00264933232535243 1.05333970408151 0.0510590240351982 NA 0 0.0385960071400466
CD8 -0.0203788934611614 1.07408381614632 0.104581404135391 NA 0 0.000244888846750779
CPT1A 0.000533873350690229 1.03597314199753 -0.0110958290227316 NA 0 0.436039028781745
LDHA -0.00289790852343636 1.0124099009573 0.0601014580156569 NA 0 2.61483273042984e-05
NaKATPase 0.0107236051713702 1.02503339261002 0.073885724839971 NA 0 0.000228710895693096
Ecad 0.0020179678570285 1.0378426346416 -0.00973236359997951 NA 0 0.540318172795095
PKM2 0.00086999929963594 1.12693582361357 0.146937424360563 NA 0 2.65736993581012e-05
GLUT1 -0.00471811102908406 1.02418205175949 0.0779558125694991 NA 0 4.14158375816598e-07
SDHA -0.000133895740793678 1.04051644975842 -0.0335151186000568 NA 0 0.0469154234843308
HIF1A 0.00342938428296868 1.05979143799729 -0.0106854032092235 NA 0 0.594603498309635
IDH2 0.00166544292704792 1.03916428015927 -0.0202867877101914 NA 0 0.209467873962291
VDAC1 0.00622080218311444 1.1419447088231 -0.0295508551352131 NA 0 0.381887696284082
CD98 0.00796149656884984 1.06076481241912 0.00823672521271185 NA 0 0.667952555454238
NRF2p 0.00147221535401765 1.02226309878253 0.0574350463473285 NA 0 0.00181145365119795
PD1 0.00677747292791477 0.995120740258865 0.142581478420206 NA 0 7.06211067402762e-09
S6p 0.00112857857083061 1.02862790768404 0.0362570587193171 NA 0 0.0237799426803713
SMA 0.0116057397499713 1.03482793917244 0.208501812631267 NA 0 0
Ki67 0.00304536567103953 0.979110232170742 0.21233533330738 NA 0 0
XBP1 -0.00285041147093575 1.12102410765213 -0.0535295008626799 NA 0 0.040675375302011
vimentin -0.00664457311126107 1.06279986905602 0.0499331715492058 NA 0 0.00818209288330518
