target,imp
ASCT2,0.7174833592351035
ATP5A,1.5565858470097484
CD11c,0.7328970875332638
CD14,0.7174852917899261
CD3,0.6339100541881362
CD31,0.629015144248922
CD36,0.9296147926841585
CD39,2.1735859542820446
CD4,0.796297762330459
CD45,0.5872093024094867
CD57,0.7881557611002161
CD68,0.6394678008284719
CD8,0.6332517523520848
CD98,0.9981275753940905
CK,1.05808508175264
CPT1A,1.1431173020560914
CS,1.1697169038102848
Ecad,0.8273598281624515
G6PD,0.6747495619149323
GLUT1,0.9613088166687175
H3,0.7301938192882237
HIF1A,0.5961098004775244
HK1,0.6828076265829839
IDH2,1.25742048568537
Ki67,0.9104394132464176
LDHA,0.8406639628363363
NaKATPase,0.734252033069311
PD1,0.8518325218342261
PKM2,0.7119381390054269
S6p,1.2000118783975913
SDHA,1.4340132929923768
SMA,0.7442312163522251
VDAC1,0.5967645546577569
XBP1,0.6714865482007571
vimentin,0.7703936663249271
