target,imp
ASCT2,0.22318944835831553
CD11c,0.16094272020514033
CD14,0.11934770575916899
CD3,0.8054859337469584
CD31,0.12677600691822374
CD36,0.1457997910952398
CD39,1.5812424137874328
CD4,0.9648298476585043
CD45,0.27318993131675035
CD57,0.10588505810486502
CD68,0.0873101153386294
CD8,0.10917768096889344
CD98,0.24769094278098294
CK,1.239177620876072
CPT1A,2.2581697883682894
CS,0.9174922720186991
Ecad,1.6776420028280614
G6PD,0.11545770857404088
GLUT1,0.1759654536309859
H3,0.5503176448701926
HIF1A,0.6421546918429906
HK1,0.6832365749176793
IDH2,2.4557625867001036
Ki67,0.1996077684245219
LDHA,0.43394478645493445
NRF2p,1.6370318144658633
NaKATPase,0.35335898536056154
PD1,0.6037868601630977
PKM2,0.11684016558767539
S6p,1.4056044481511483
SDHA,3.7611261040068316
SMA,0.07478627527535871
VDAC1,0.11997874360522628
XBP1,0.12713628971999333
vimentin,0.31873509895571667
