target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
ASCT2 0.0383596909238304 72.0109462833935 0.0384631574477134 71.862195840921 0.516149293927365 0.522077862000565
ATP5A 0.042844472052741 91.1855821099004 0.0425491666976049 91.3178407002921 0.464743852126829 0.457379489170798
CD14 0.0389986436103841 79.4205826613351 0.0390538414610189 79.3687324936125 0.507570135611169 0.504364801259023
CD11c 0.0245289022971526 62.9574472414387 0.0245386662800084 62.8850187937371 0.500807691592817 0.503617227094269
CD3 0.0370232000341572 82.1070884118477 0.0369747642138146 82.1325187092994 0.493072527791358 0.49665634397993
CD31 0.040295923942905 75.1625506073419 0.0403603135596368 74.9934912089048 0.508660103603817 0.511237333267602
CD36 0.020744673171358 71.3894319071877 0.0206874627957319 71.5323386429667 0.481532168360542 0.482955240232277
CD39 0.0339350879143222 91.2253976151828 0.0338816363625287 91.2376884075526 0.488091859262727 0.49547351949793
CD4 0.0351625886517628 87.9374578518549 0.0352094636041337 87.9062067163654 0.509233210478502 0.508004339633224
CD45 0.0399058084653623 67.1189840073566 0.0399541928148382 67.0490566160551 0.512076545358063 0.507042374275106
CD57 0.0297674275753034 51.8076296660057 0.0298453701981184 51.5301364174052 0.523659970516199 0.514572961155216
CD68 0.0432053645678663 77.4183415775849 0.043317998948314 77.3852668138526 0.50958551100007 0.501536763126265
CK 0.0307333305956311 94.7117313677227 0.0307868412863988 94.6907967176219 0.510167373014574 0.510671258073368
CD8 0.0367711667240345 69.6072965679897 0.0367860443429562 69.6284185708217 0.502321689318846 0.498101512072294
CD98 0.0395955376260259 86.4007397664527 0.0394898221024584 86.4454518124311 0.477397762280148 0.487805237834314
CPT1A 0.0384917803134118 94.4773830402235 0.0386030344711704 94.4342641285402 0.523522745337399 0.524624307073229
CS 0.0372879410439387 89.6745807432731 0.0373875696414795 89.6206929981514 0.51737248836508 0.520132748704626
Ecad 0.0349621377696782 92.9852541074246 0.0352195185995565 92.8882714917068 0.531796030594312 0.531987521197415
G6PD 0.038109839398652 75.1802937990927 0.0381901127846455 75.081279276271 0.515778914587003 0.50874778680343
GLUT1 0.0427154141043778 86.8999519804214 0.0427738207261984 86.8663865274491 0.509429475609642 0.508490517531623
H3 0.045027368695787 86.3911178638165 0.0449172995294079 86.4375357930148 0.485559270844811 0.48845590612892
HIF1A 0.0374981378114496 90.9116935675641 0.0376644126494929 90.8339739544216 0.515499590864972 0.522999810408998
HK1 0.0370156445752372 68.392854471648 0.0366692550693633 68.9077493591809 0.453875525063053 0.440184943113635
IDH2 0.0391680442658256 90.2956243150952 0.0389466998765703 90.4267286214639 0.453021083102481 0.4409879281901
LDHA 0.0392361320310748 90.6043699326701 0.0394014296510618 90.5249102696926 0.518528075176569 0.532170701344139
Ki67 0.0280224319715155 83.7163331368159 0.0281498706157749 83.601648903571 0.51474511808789 0.512512407932435
NaKATPase 0.0357823945647213 90.4338280106511 0.0357632075389695 90.4460554865127 0.497943954759748 0.497518787183117
NRF2p 0.0405367012266072 90.437496287763 0.0407191578942544 90.3552331584699 0.525937958428885 0.515630511042357
PD1 0.0333550833506877 78.3599758593824 0.0333922011322882 78.3050952016481 0.505016692562528 0.505813528508023
PKM2 0.0357633686204744 66.2223904918404 0.0358252851238551 66.1305150830293 0.507613731678338 0.506307317680057
S6p 0.0362903654482414 92.5989438005204 0.0359287666050003 92.7708226502634 0.440120431381483 0.436075553719168
SDHA 0.035981600550409 94.5163489705904 0.0360413663257653 94.4996231714727 0.509125983407988 0.507985949193947
SMA 0.0400681002316721 59.1098620942651 0.0400703280162233 59.1649759970429 0.500341759718227 0.493997009006736
VDAC1 0.0365339182215894 77.1105912181703 0.0365710380746116 77.0668802451167 0.505649771850369 0.505205084211572
XBP1 0.0380751238675751 63.7129520991675 0.0382339316316671 63.3964965614193 0.52360393823218 0.521853364356622
vimentin 0.0454925153083117 70.5073655321443 0.0453488469288174 70.6436387745199 0.477556643048964 0.48132417765828
