target intercept intra para.89 p.intercept p.intra p.para.89
ASCT2 0.00469838541163139 1.0811196274238 0.036762334587859 NA 0 0.522971218776042
CD14 -0.0209395804147911 1.15220002026847 0.110827696954415 NA 0 0.00735574599985478
ATP5A 0.000244880383385767 1.04295409798543 0.028876184038915 NA 0 0.352093331663582
CD31 0.00021233437924014 1.18416355615317 0.342633673573519 NA 0 1.01540034824765e-07
CD3 0.00908418324178946 1.13487916923396 0.00276581817809913 NA 0 0.949243934676189
CD39 -0.00201144022096443 1.03242261189505 0.0616143083465746 NA 0 0.0616231171833841
CD11c 0.014565859355866 1.08838373562974 0.409626010893725 NA 0 1.41921585594673e-10
CD36 -0.000430163248987196 1.16073623280301 0.272493618037152 NA 0 6.7025311523139e-08
CD45 -0.0111802663721738 1.14695263194377 0.220696411891923 NA 0 1.01470972191375e-05
CD68 -0.000284708633557279 1.14775999706382 0.0954808478349102 NA 0 0.0135400813264905
CD4 0.0166068428308756 1.04916927569287 0.0613092892760211 NA 0 0.079804950989701
CK 0.00733865311033462 1.0104584229235 0.115093912523109 NA 0 0.000376040429308055
CD57 -0.0214364851794949 1.18774094614524 0.180493251417288 NA 0 0.00384217545847942
CD8 -0.0127487829079358 1.12733774857681 -0.0162058921118139 NA 0 0.796644351560635
CS 0.0071473414330715 1.08393137125134 0.0368138429768685 NA 0 0.342062786228412
CPT1A -6.67247427536067e-05 1.01633423343196 0.109172028991859 NA 0 0.000112493035077543
G6PD 0.00237340652868785 1.18177708276297 0.014137433304493 NA 0 0.814326777018647
CD98 0.00684169033135809 1.04177012855553 0.0476285261477577 NA 0 0.195470416829759
H3 0.0209405675767876 0.993410111695098 0.244328326306771 NA 0 1.07580611086178e-12
Ecad 0.0102907511578661 1.00173693220075 0.134434119222825 NA 0 0.000336607761177055
GLUT1 -0.000650003165535578 1.05187166127579 0.0567715823469376 NA 0 0.148819985698452
HK1 -0.00487470461163261 1.1035352880884 0.142606226551541 NA 0 0.00370830255206323
LDHA -4.40590690315851e-05 1.04633155838614 0.0698457910609841 NA 0 0.0475499670106341
HIF1A 0.01047753860653 1.03094234065438 0.103136072625507 NA 0 0.00912705366042865
IDH2 0.00279245148441995 1.04164365851222 0.020342379119364 NA 0 0.494003853419896
NaKATPase 0.0108657571071583 1.03036717379449 0.0691674018914255 NA 0 0.0700184180606809
NRF2p 0.00411147175325967 1.01651780372941 0.0922964633876773 NA 0 0.00176988622461871
PKM2 0.00512886435367754 1.09909420926168 0.0909366217703932 NA 0 0.118133295601634
Ki67 0.00550009681029828 1.04719614798101 0.0919911070757421 NA 0 0.0728813119969192
PD1 0.0153440070417493 0.989091609661729 0.368617632876791 NA 0 4.32853752840856e-12
SDHA 0.000148297322910728 1.04917022968749 0.00906562247163503 NA 0 0.781215848518209
S6p 0.00267952584612291 1.02242127133195 0.130782106810279 NA 0 8.36585802150847e-05
VDAC1 0.00399918062630741 1.10788357908897 0.0383872198124366 NA 0 0.45613841418062
SMA 0.00975252661405658 1.12623389223106 0.417650167153762 NA 0 0
XBP1 -0.00900218504349007 1.14367840678616 0.118195227097125 NA 0 0.0151008541719988
vimentin -0.0147227383981718 1.1229606322736 0.202200125962723 NA 0 8.93032531086302e-05
